f0,f1,f2,f3,f4,f5,f6,f7,f8,vendas
37.3,0.0,40,4,17,1,12.0,6.0,0.5,66
19.1,0.0,44,2,18,1,20.0,7.0,0.65,28
19.5,0.0,40,2,15,1,8.0,2.0,0.75,27
37.6,9.9,76,4,19,1,20.0,7.0,0.65,11
26.8,0.0,51,0,21,1,7.0,3.0,0.571,10
20.5,0.0,73,2,20,1,25.0,8.0,0.68,30
32.2,15.2,34,5,8,1,25.0,8.0,0.68,21
15.2,11.5,78,3,12,1,5.0,2.0,0.6,41
31.0,0.0,95,5,18,1,50.0,25.0,0.5,42
24.4,6.8,92,5,14,1,8.0,2.0,0.75,38
16.9,9.0,44,0,16,1,7.0,3.0,0.571,54
33.5,0.0,38,1,8,1,25.0,8.0,0.68,7
33.4,15.6,73,0,6,1,5.0,2.0,0.6,35
18.6,0.0,72,6,20,1,15.0,7.0,0.533,47
17.4,0.0,40,0,10,1,8.0,2.0,0.75,6
31.5,0.0,59,0,19,1,5.0,2.0,0.6,45
31.5,0.0,55,2,22,1,8.0,3.5,0.563,16
28.9,3.7,94,5,7,1,12.0,5.0,0.583,9
19.0,0.0,54,2,10,1,25.0,8.0,0.68,20
31.2,0.0,59,1,11,1,12.0,5.0,0.583,54
29.6,11.8,57,3,22,1,5.0,2.0,0.6,28
34.0,14.7,50,0,14,1,50.0,25.0,0.5,31
16.4,0.0,85,5,7,1,4.0,1.2,0.7,40
32.6,0.0,41,3,6,1,4.0,1.2,0.7,17
32.7,18.3,70,5,8,1,20.0,7.0,0.65,11
32.1,9.6,54,2,21,1,12.0,6.0,0.5,19
18.9,13.8,81,3,20,1,8.0,3.5,0.563,4
25.4,2.8,47,3,19,0,12.0,6.0,0.5,26
23.8,17.4,52,3,17,1,8.0,2.0,0.75,9
36.8,4.3,73,3,21,1,5.0,2.0,0.6,3
26.4,0.0,54,2,23,1,8.0,3.5,0.563,17
31.6,8.7,43,3,7,1,12.0,6.0,0.5,6
31.2,12.2,57,1,22,1,4.0,1.2,0.7,22
15.3,6.2,84,2,15,1,50.0,25.0,0.5,49
28.8,0.0,46,2,16,1,15.0,7.0,0.533,23
37.3,1.3,71,2,19,1,20.0,7.0,0.65,7
35.9,0.0,73,5,21,1,12.0,5.0,0.583,37
31.1,18.0,60,6,13,1,15.0,7.0,0.533,16
28.0,17.8,48,4,9,1,8.0,3.5,0.563,22
16.9,9.8,79,5,14,1,15.0,7.0,0.533,7
33.2,0.0,37,5,10,1,8.0,2.0,0.75,19
20.1,0.0,91,2,17,1,12.0,6.0,0.5,64
33.0,0.0,98,3,16,1,10.0,3.5,0.65,29
19.3,0.0,37,4,9,1,8.0,3.5,0.563,8
27.0,0.0,84,2,13,1,12.0,5.0,0.583,60
21.9,0.0,83,1,15,1,12.0,5.0,0.583,6
25.7,18.2,86,3,18,1,4.0,1.2,0.7,16
17.5,5.5,46,1,20,1,8.0,2.0,0.75,13
17.9,0.0,70,4,21,1,20.0,7.0,0.65,8
27.7,12.6,34,2,18,1,12.0,5.0,0.583,0
22.5,15.1,46,4,7,1,5.0,1.5,0.7,18
36.3,0.0,60,1,9,1,12.0,6.0,0.5,27
37.4,6.8,99,2,8,1,4.0,1.2,0.7,33
24.6,15.8,56,1,23,1,25.0,8.0,0.68,43
17.7,0.0,33,1,13,1,12.0,6.0,0.5,8
34.4,0.0,59,3,7,1,25.0,8.0,0.68,0
26.5,0.0,67,3,18,1,5.0,2.0,0.6,9
30.4,0.0,55,3,23,1,12.0,6.0,0.5,1
19.8,0.0,40,3,6,1,15.0,7.0,0.533,10
26.7,16.6,66,1,10,1,15.0,7.0,0.533,13
23.6,7.8,71,6,14,1,7.0,3.0,0.571,17
17.7,5.7,56,3,22,1,7.0,3.0,0.571,9
16.0,0.0,68,0,12,0,5.0,2.0,0.6,10
19.9,0.0,36,6,15,1,12.0,5.0,0.583,0
20.3,0.0,31,1,22,1,5.0,1.5,0.7,4
34.8,0.0,88,3,18,1,8.0,3.5,0.563,64
32.3,18.4,61,4,15,1,50.0,25.0,0.5,34
17.5,0.0,65,4,7,1,4.0,1.2,0.7,22
25.2,14.6,54,0,7,1,25.0,8.0,0.68,30
35.2,0.0,68,2,19,1,50.0,25.0,0.5,38
35.7,0.0,56,1,14,1,8.0,2.0,0.75,39
32.1,0.0,90,6,6,1,4.0,1.2,0.7,15
17.6,0.0,64,1,20,1,5.0,2.0,0.6,45
31.2,0.0,80,0,10,1,7.0,3.0,0.571,20
15.7,9.9,35,3,11,1,5.0,1.5,0.7,69
37.1,0.0,55,5,15,1,5.0,1.5,0.7,67
15.6,5.4,35,1,20,1,8.0,2.0,0.75,39
27.9,14.1,41,1,7,0,15.0,7.0,0.533,4
25.5,9.4,99,2,17,1,15.0,7.0,0.533,8
31.9,6.9,74,4,18,1,5.0,2.0,0.6,37
18.4,13.5,85,5,23,1,8.0,2.0,0.75,31
20.8,2.8,99,5,20,1,4.0,1.2,0.7,14
35.5,0.0,99,4,10,1,5.0,1.5,0.7,44
18.7,0.0,56,4,10,0,5.0,1.5,0.7,48
16.9,8.4,43,4,23,1,12.0,5.0,0.583,2
20.9,0.0,72,5,11,1,15.0,7.0,0.533,40
22.5,0.0,96,2,23,0,12.0,6.0,0.5,28
20.0,7.0,88,5,9,1,5.0,1.5,0.7,17
35.6,0.0,94,5,6,1,5.0,2.0,0.6,43
26.4,0.0,81,5,15,1,8.0,2.0,0.75,29
27.5,0.0,33,6,12,1,7.0,3.0,0.571,10
19.8,0.0,87,5,8,0,7.0,3.0,0.571,0
36.7,13.2,77,5,15,1,4.0,1.2,0.7,33
24.9,11.8,34,5,7,1,8.0,3.5,0.563,12
23.1,5.1,42,6,18,1,12.0,6.0,0.5,46
28.5,0.0,78,5,21,1,50.0,25.0,0.5,20
32.5,1.7,42,4,8,1,25.0,8.0,0.68,21
32.2,4.8,87,0,16,1,12.0,6.0,0.5,0
24.4,0.2,86,4,6,1,8.0,3.5,0.563,38
19.2,5.5,36,3,23,1,4.0,1.2,0.7,22
17.7,10.3,35,3,15,1,7.0,3.0,0.571,56
22.6,2.2,92,6,8,1,7.0,3.0,0.571,11
23.9,0.0,35,6,11,1,8.0,3.5,0.563,59
20.1,0.0,86,4,21,1,7.0,3.0,0.571,23
36.8,0.0,33,0,11,1,8.0,2.0,0.75,5
23.4,14.0,77,5,22,1,12.0,6.0,0.5,61
17.4,9.5,38,3,23,1,5.0,1.5,0.7,18
21.0,0.0,61,2,21,1,4.0,1.2,0.7,21
15.6,0.0,87,4,11,1,5.0,2.0,0.6,16
23.6,5.3,44,6,11,1,5.0,1.5,0.7,29
20.3,0.0,80,2,10,1,10.0,3.5,0.65,24
16.4,15.8,31,4,14,1,25.0,8.0,0.68,33
22.3,0.0,54,6,21,1,7.0,3.0,0.571,24
26.0,4.3,99,3,23,1,5.0,1.5,0.7,46
18.4,0.0,38,6,22,1,8.0,2.0,0.75,13
37.8,1.5,76,1,19,1,12.0,6.0,0.5,27
24.3,15.0,33,6,16,1,8.0,3.5,0.563,17
31.7,0.0,58,3,20,1,8.0,3.5,0.563,10
26.0,0.0,50,4,19,0,12.0,5.0,0.583,37
27.0,9.9,40,3,6,1,8.0,3.5,0.563,0
32.8,0.0,89,2,14,1,12.0,5.0,0.583,24
22.0,10.7,79,2,21,1,5.0,1.5,0.7,8
28.6,0.0,41,5,10,1,8.0,2.0,0.75,5
37.4,10.7,64,5,8,1,12.0,5.0,0.583,0
28.7,4.6,69,1,12,1,7.0,3.0,0.571,24
26.9,8.2,54,4,19,1,8.0,3.5,0.563,27
35.5,2.8,76,5,15,0,8.0,2.0,0.75,16
27.7,4.1,67,4,22,1,12.0,5.0,0.583,10
19.7,0.0,93,5,16,0,5.0,1.5,0.7,23
24.0,0.0,48,2,20,1,20.0,7.0,0.65,1
16.7,2.5,30,6,23,1,7.0,3.0,0.571,25
33.7,0.0,100,3,20,1,4.0,1.2,0.7,49
26.8,8.4,92,0,19,1,15.0,7.0,0.533,25
26.0,0.0,45,2,9,1,15.0,7.0,0.533,17
15.9,0.0,64,2,9,1,20.0,7.0,0.65,32
36.3,0.0,37,3,12,1,5.0,2.0,0.6,5
22.8,0.0,60,5,14,1,25.0,8.0,0.68,14
29.2,0.0,75,6,14,1,8.0,3.5,0.563,44
15.5,0.0,79,2,13,1,8.0,3.5,0.563,11
29.2,19.1,45,4,14,1,8.0,3.5,0.563,5
34.4,0.0,52,1,20,1,4.0,1.2,0.7,27
17.5,4.8,59,3,18,1,8.0,3.5,0.563,13
24.4,0.0,79,3,10,1,4.0,1.2,0.7,67
15.5,15.3,97,5,21,1,15.0,7.0,0.533,20
15.5,10.2,77,6,20,1,20.0,7.0,0.65,14
16.8,0.0,81,5,18,1,5.0,2.0,0.6,3
22.2,0.0,59,2,13,1,8.0,3.5,0.563,43
35.2,19.2,38,4,13,1,50.0,25.0,0.5,16
33.4,0.0,32,4,17,1,12.0,6.0,0.5,24
31.7,18.2,64,3,14,1,12.0,6.0,0.5,6
26.0,3.4,55,5,22,1,20.0,7.0,0.65,20
23.4,15.2,100,5,11,1,25.0,8.0,0.68,1
16.8,18.6,85,1,15,1,25.0,8.0,0.68,8
20.3,0.0,41,1,22,1,7.0,3.0,0.571,4
28.2,0.0,90,6,11,0,15.0,7.0,0.533,13
20.4,0.0,42,1,8,0,50.0,25.0,0.5,12
27.3,0.0,52,3,23,0,7.0,3.0,0.571,36
36.4,4.9,95,2,11,1,5.0,2.0,0.6,17
26.6,1.1,46,1,7,1,25.0,8.0,0.68,28
34.2,11.5,44,3,13,1,8.0,3.5,0.563,19
18.7,0.0,78,6,7,1,12.0,5.0,0.583,0
21.6,0.0,80,6,21,1,5.0,2.0,0.6,17
31.7,17.8,81,5,22,1,10.0,3.5,0.65,29
27.0,8.2,34,6,21,1,8.0,2.0,0.75,18
28.8,0.0,82,6,15,1,8.0,3.5,0.563,4
21.9,0.5,48,1,6,1,50.0,25.0,0.5,0
33.2,15.0,48,6,15,1,12.0,6.0,0.5,12
35.8,0.0,89,3,18,1,25.0,8.0,0.68,34
25.7,0.0,42,0,13,1,20.0,7.0,0.65,36
16.2,9.3,67,5,19,1,7.0,3.0,0.571,5
27.7,0.8,69,0,17,1,20.0,7.0,0.65,7
15.3,0.0,33,1,23,1,10.0,3.5,0.65,18
29.5,0.0,88,0,20,1,10.0,3.5,0.65,6
22.5,7.4,92,4,9,0,20.0,7.0,0.65,9
15.8,15.6,49,5,22,1,50.0,25.0,0.5,6
30.2,8.8,55,5,14,1,50.0,25.0,0.5,23
23.8,7.9,47,0,15,1,4.0,1.2,0.7,22
28.1,8.4,56,3,23,1,8.0,3.5,0.563,31
18.8,0.0,58,2,21,1,25.0,8.0,0.68,30
36.3,0.0,73,0,8,1,12.0,6.0,0.5,33
37.5,0.0,72,2,23,1,15.0,7.0,0.533,20
22.5,0.0,61,5,22,1,5.0,1.5,0.7,25
25.0,0.0,81,2,22,1,8.0,3.5,0.563,10
21.9,17.3,58,6,10,1,25.0,8.0,0.68,26
35.8,18.5,81,4,22,1,8.0,3.5,0.563,14
22.6,1.6,38,4,21,1,50.0,25.0,0.5,18
36.3,1.1,90,6,19,1,8.0,2.0,0.75,24
36.6,2.4,80,3,21,1,25.0,8.0,0.68,44
24.3,0.0,51,2,13,1,15.0,7.0,0.533,21
28.8,0.0,40,3,8,1,20.0,7.0,0.65,0
15.2,0.0,49,3,21,1,8.0,2.0,0.75,8
25.8,0.0,76,1,15,1,25.0,8.0,0.68,43
36.1,0.0,69,2,8,1,5.0,1.5,0.7,0
15.9,0.0,54,0,7,1,20.0,7.0,0.65,17
35.6,0.0,97,0,14,1,8.0,2.0,0.75,44
21.5,1.3,95,6,14,1,4.0,1.2,0.7,5
28.9,13.8,90,3,16,1,4.0,1.2,0.7,41
23.3,10.2,60,5,18,1,8.0,2.0,0.75,32
30.3,4.2,37,1,10,1,8.0,2.0,0.75,11
18.4,0.0,66,1,10,1,15.0,7.0,0.533,37
30.8,11.6,100,3,19,1,8.0,2.0,0.75,28
22.0,14.2,80,5,7,1,12.0,5.0,0.583,7
16.5,0.6,93,2,18,0,8.0,3.5,0.563,8
37.2,0.0,71,5,16,0,12.0,6.0,0.5,14
24.7,0.0,51,6,11,1,12.0,5.0,0.583,5
17.1,17.5,60,1,7,1,7.0,3.0,0.571,22
26.4,5.6,31,5,11,1,10.0,3.5,0.65,20
31.4,16.0,94,2,6,1,5.0,1.5,0.7,0
18.4,0.0,80,5,22,1,8.0,3.5,0.563,22
29.1,12.2,100,6,7,1,10.0,3.5,0.65,44
37.9,9.1,38,2,6,1,7.0,3.0,0.571,16
36.4,18.3,58,4,13,1,12.0,6.0,0.5,27
21.9,13.0,62,6,13,1,12.0,6.0,0.5,34
15.1,4.6,30,6,20,1,50.0,25.0,0.5,24
37.0,0.0,99,6,14,0,50.0,25.0,0.5,43
26.5,0.0,36,6,15,1,50.0,25.0,0.5,54
19.9,13.2,79,6,9,1,12.0,6.0,0.5,19
22.6,0.0,84,5,12,1,10.0,3.5,0.65,6
29.9,18.9,63,0,10,1,4.0,1.2,0.7,66
21.7,0.0,56,3,11,1,5.0,2.0,0.6,36
23.3,0.0,100,2,15,0,12.0,5.0,0.583,45
16.8,0.0,30,6,9,1,5.0,1.5,0.7,55
32.9,0.0,44,6,14,0,8.0,3.5,0.563,49
22.8,10.0,91,4,20,0,8.0,2.0,0.75,33
21.4,1.7,54,0,17,0,5.0,1.5,0.7,1
31.7,18.2,50,6,8,1,10.0,3.5,0.65,68
18.7,16.3,74,1,21,1,5.0,2.0,0.6,41
34.6,15.9,81,0,22,1,25.0,8.0,0.68,36
19.4,0.0,59,3,8,1,8.0,3.5,0.563,46
27.8,9.2,35,5,17,1,5.0,1.5,0.7,19
19.3,11.4,83,5,17,1,25.0,8.0,0.68,68
37.3,0.0,96,0,10,1,12.0,5.0,0.583,63
28.6,0.0,73,3,23,1,10.0,3.5,0.65,41
33.6,15.7,84,2,13,1,4.0,1.2,0.7,22
34.7,0.0,78,2,10,1,7.0,3.0,0.571,47
22.8,8.2,69,4,17,1,5.0,2.0,0.6,14
24.4,0.5,47,2,11,1,12.0,5.0,0.583,47
28.8,2.0,70,0,14,1,10.0,3.5,0.65,54
28.3,0.0,65,6,8,1,4.0,1.2,0.7,10
32.4,18.3,99,6,23,1,7.0,3.0,0.571,14
30.1,2.0,83,6,7,1,7.0,3.0,0.571,13
22.7,0.0,30,0,10,1,4.0,1.2,0.7,10
16.0,16.2,61,4,9,1,4.0,1.2,0.7,9
18.9,13.0,32,5,9,1,4.0,1.2,0.7,11
31.8,0.0,82,1,22,1,12.0,6.0,0.5,24
27.0,0.0,60,4,12,1,25.0,8.0,0.68,7
19.9,13.3,47,6,22,1,25.0,8.0,0.68,26
24.5,11.6,62,1,9,1,50.0,25.0,0.5,25
26.4,19.6,46,4,12,1,5.0,1.5,0.7,40
33.7,0.0,35,0,13,1,15.0,7.0,0.533,6
32.1,0.0,57,0,18,1,8.0,3.5,0.563,16
28.2,0.0,31,1,9,1,7.0,3.0,0.571,72
22.9,0.0,45,1,10,1,50.0,25.0,0.5,35
37.5,7.6,55,5,14,1,20.0,7.0,0.65,24
19.8,0.0,65,1,13,1,5.0,1.5,0.7,21
20.8,0.0,37,3,11,1,50.0,25.0,0.5,15
27.1,4.1,52,2,10,1,12.0,5.0,0.583,15
25.9,0.0,74,4,8,0,50.0,25.0,0.5,29
20.2,0.0,79,5,14,1,7.0,3.0,0.571,36
26.0,0.0,92,1,6,1,7.0,3.0,0.571,25
37.7,0.0,77,4,10,1,50.0,25.0,0.5,9
30.9,5.4,32,4,15,1,10.0,3.5,0.65,49
37.0,2.1,97,2,13,1,4.0,1.2,0.7,41
26.4,0.0,71,0,10,1,5.0,2.0,0.6,23
32.7,0.0,54,4,16,1,8.0,2.0,0.75,4
31.9,0.0,64,6,19,1,5.0,2.0,0.6,16
29.5,0.0,90,6,17,1,15.0,7.0,0.533,12
35.5,0.0,60,0,16,1,15.0,7.0,0.533,8
26.3,8.6,47,0,8,1,10.0,3.5,0.65,21
34.9,4.1,100,4,8,1,8.0,3.5,0.563,10
18.1,0.0,34,1,12,1,12.0,6.0,0.5,7
36.1,0.0,87,0,14,1,7.0,3.0,0.571,51
22.8,0.0,62,4,9,1,8.0,3.5,0.563,10
27.3,12.6,65,1,7,0,8.0,2.0,0.75,7
30.1,0.0,92,5,6,1,10.0,3.5,0.65,25
35.4,2.0,65,4,13,1,8.0,3.5,0.563,50
31.0,18.7,33,3,23,0,25.0,8.0,0.68,32
37.6,0.0,50,0,14,1,12.0,5.0,0.583,14
16.0,0.0,67,1,12,1,8.0,3.5,0.563,22
30.2,0.0,56,4,10,1,12.0,6.0,0.5,1
32.4,0.0,38,2,19,0,20.0,7.0,0.65,0
23.7,3.4,83,4,11,1,5.0,2.0,0.6,35
32.6,0.0,85,0,10,1,4.0,1.2,0.7,35
33.7,0.0,97,5,22,1,8.0,3.5,0.563,18
37.6,17.7,57,6,23,1,15.0,7.0,0.533,34
19.0,16.7,57,2,16,1,12.0,6.0,0.5,7
19.5,0.0,41,3,23,1,12.0,5.0,0.583,41
33.3,0.0,98,0,13,1,15.0,7.0,0.533,16
26.0,18.2,53,5,10,1,4.0,1.2,0.7,4
33.4,0.0,99,0,22,1,10.0,3.5,0.65,20
27.4,0.0,63,2,22,1,4.0,1.2,0.7,29
27.6,16.6,56,3,21,1,7.0,3.0,0.571,19
31.1,0.0,39,4,10,1,5.0,2.0,0.6,40
29.6,0.0,65,5,16,1,50.0,25.0,0.5,25
15.8,0.0,33,6,6,1,20.0,7.0,0.65,52
15.7,0.0,54,1,8,1,8.0,2.0,0.75,0
25.1,0.0,33,5,17,1,12.0,6.0,0.5,9
37.7,0.0,94,3,9,1,12.0,5.0,0.583,50
32.3,5.2,99,4,10,1,5.0,1.5,0.7,29
26.3,18.2,66,1,11,1,12.0,6.0,0.5,13
33.1,6.3,33,0,22,1,10.0,3.5,0.65,35
16.1,13.2,41,3,17,1,25.0,8.0,0.68,43
26.9,0.0,45,1,18,1,20.0,7.0,0.65,4
18.4,5.4,76,2,17,1,8.0,3.5,0.563,53
33.1,0.0,35,5,7,1,7.0,3.0,0.571,34
16.2,4.2,75,4,23,1,5.0,1.5,0.7,33
32.8,0.0,38,5,22,0,8.0,2.0,0.75,8
33.4,18.6,97,2,22,1,25.0,8.0,0.68,7
21.0,0.0,90,2,11,1,12.0,5.0,0.583,37
26.9,0.0,38,5,12,1,12.0,6.0,0.5,36
20.6,13.5,67,5,18,1,50.0,25.0,0.5,50
27.0,0.0,50,5,15,1,12.0,5.0,0.583,20
35.2,0.0,97,5,10,0,25.0,8.0,0.68,10
17.4,0.0,35,2,8,0,50.0,25.0,0.5,23
36.7,12.6,35,2,17,1,50.0,25.0,0.5,57
33.1,14.4,67,2,23,1,5.0,2.0,0.6,42
15.5,0.0,65,3,18,1,8.0,3.5,0.563,23
28.2,16.3,77,0,13,1,7.0,3.0,0.571,10
31.0,10.4,37,2,10,1,8.0,3.5,0.563,17
22.8,0.0,67,5,7,1,5.0,1.5,0.7,33
36.1,0.0,97,6,17,1,8.0,3.5,0.563,25
22.2,14.2,43,5,13,1,7.0,3.0,0.571,18
31.4,0.0,45,4,20,1,4.0,1.2,0.7,46
28.9,0.0,55,1,8,1,10.0,3.5,0.65,31
18.1,0.0,82,2,13,1,12.0,6.0,0.5,11
16.8,0.0,71,6,22,1,25.0,8.0,0.68,2
25.6,0.0,97,6,19,1,50.0,25.0,0.5,65
36.0,0.0,33,6,6,1,25.0,8.0,0.68,16
22.7,0.0,97,0,23,1,15.0,7.0,0.533,15
30.8,0.0,66,3,21,1,25.0,8.0,0.68,6
37.1,0.0,74,0,12,1,15.0,7.0,0.533,25
16.8,0.0,66,0,9,1,5.0,2.0,0.6,34
21.7,4.6,47,3,16,1,4.0,1.2,0.7,43
19.5,16.3,60,1,22,1,8.0,2.0,0.75,18
22.7,8.4,67,2,7,1,12.0,6.0,0.5,0
27.3,18.8,73,6,17,1,5.0,2.0,0.6,17
36.5,8.6,42,5,7,0,8.0,3.5,0.563,24
18.0,0.0,54,6,6,0,4.0,1.2,0.7,24
35.4,7.2,33,4,8,1,25.0,8.0,0.68,60
30.8,0.0,52,2,12,1,50.0,25.0,0.5,6
20.8,0.0,95,2,7,1,8.0,2.0,0.75,29
25.0,0.0,48,3,21,1,10.0,3.5,0.65,28
37.6,0.0,68,2,7,1,15.0,7.0,0.533,6
33.3,0.0,60,6,12,1,10.0,3.5,0.65,20
36.0,0.0,57,4,10,1,12.0,6.0,0.5,5
23.6,0.0,77,0,7,1,8.0,3.5,0.563,0
31.0,0.0,38,6,7,1,12.0,6.0,0.5,16
21.6,3.6,51,5,20,1,8.0,2.0,0.75,78
31.2,12.5,67,3,18,1,50.0,25.0,0.5,44
28.9,0.0,96,5,20,1,10.0,3.5,0.65,3
27.3,0.0,61,4,18,1,7.0,3.0,0.571,32
28.0,5.9,54,4,15,0,5.0,2.0,0.6,23
17.5,0.0,48,6,13,0,5.0,2.0,0.6,21
24.3,11.2,90,3,6,1,8.0,2.0,0.75,36
29.7,9.1,57,0,20,1,5.0,2.0,0.6,17
36.7,14.5,76,4,13,1,7.0,3.0,0.571,7
35.7,0.0,66,1,23,1,5.0,1.5,0.7,39
37.1,17.7,100,1,19,1,25.0,8.0,0.68,18
24.3,0.0,85,2,23,0,8.0,2.0,0.75,22
17.2,11.0,39,3,17,1,5.0,1.5,0.7,33
27.9,0.0,48,3,9,0,8.0,3.5,0.563,21
33.6,0.0,45,4,16,1,8.0,2.0,0.75,68
32.9,0.0,69,4,10,1,7.0,3.0,0.571,20
29.4,0.8,58,6,11,1,10.0,3.5,0.65,38
30.4,0.0,79,3,18,1,25.0,8.0,0.68,57
17.7,0.0,40,3,22,0,4.0,1.2,0.7,11
33.7,0.0,38,6,6,1,5.0,1.5,0.7,14
16.3,13.0,71,2,8,1,50.0,25.0,0.5,28
24.4,3.5,86,4,12,1,25.0,8.0,0.68,39
29.4,1.0,93,1,14,1,5.0,1.5,0.7,16
28.8,7.8,81,5,20,1,12.0,6.0,0.5,62
30.4,11.9,92,0,23,1,8.0,2.0,0.75,22
34.0,0.0,38,0,11,1,12.0,5.0,0.583,33
15.5,18.7,54,4,14,1,8.0,2.0,0.75,3
25.4,0.0,51,1,16,1,8.0,3.5,0.563,18
36.1,8.0,56,4,8,1,8.0,3.5,0.563,0
17.3,0.0,58,1,6,1,5.0,2.0,0.6,25
20.5,10.3,99,2,10,1,8.0,2.0,0.75,17
23.6,3.8,63,0,23,1,15.0,7.0,0.533,13
31.7,0.0,80,6,16,1,15.0,7.0,0.533,5
16.0,16.3,60,2,15,1,7.0,3.0,0.571,51
30.7,0.0,48,3,21,1,12.0,6.0,0.5,33
33.2,0.0,39,4,11,1,12.0,6.0,0.5,25
29.7,0.0,43,6,23,1,25.0,8.0,0.68,30
21.0,0.0,92,1,23,1,5.0,1.5,0.7,12
30.8,0.0,59,1,19,1,8.0,2.0,0.75,50
35.2,0.0,70,1,23,1,10.0,3.5,0.65,17
22.8,0.0,32,6,20,1,50.0,25.0,0.5,64
28.5,0.0,45,5,19,1,12.0,6.0,0.5,16
31.1,8.1,48,1,18,1,12.0,6.0,0.5,26
23.4,0.0,51,3,23,1,8.0,2.0,0.75,12
29.5,0.0,80,5,11,1,5.0,2.0,0.6,12
23.4,0.0,43,2,23,0,5.0,1.5,0.7,31
24.3,3.0,47,4,11,1,5.0,1.5,0.7,1
24.2,9.1,64,0,23,1,20.0,7.0,0.65,5
29.3,10.8,46,4,6,0,8.0,3.5,0.563,24
33.4,19.0,99,5,13,1,25.0,8.0,0.68,35
28.8,0.0,46,2,22,1,50.0,25.0,0.5,27
22.8,14.7,66,4,8,1,7.0,3.0,0.571,14
29.4,10.2,86,6,7,0,20.0,7.0,0.65,4
36.2,4.7,55,3,20,1,4.0,1.2,0.7,12
19.3,0.0,39,3,14,1,10.0,3.5,0.65,13
31.5,0.0,93,3,21,1,15.0,7.0,0.533,38
18.4,12.5,49,4,21,1,50.0,25.0,0.5,36
26.9,3.9,97,0,23,1,5.0,2.0,0.6,14
29.8,13.6,64,1,17,0,25.0,8.0,0.68,15
35.6,0.0,72,6,18,1,25.0,8.0,0.68,27
28.1,0.6,52,1,14,1,5.0,1.5,0.7,56
22.9,0.0,97,2,14,1,8.0,2.0,0.75,10
28.7,3.9,61,6,15,1,50.0,25.0,0.5,18
30.7,0.0,58,4,14,1,5.0,1.5,0.7,58
37.1,18.5,40,2,18,1,8.0,3.5,0.563,10
36.1,0.0,91,4,16,1,5.0,1.5,0.7,46
23.9,19.4,58,3,13,1,5.0,2.0,0.6,39
29.0,13.7,80,1,22,1,20.0,7.0,0.65,5
15.6,12.9,71,2,18,1,20.0,7.0,0.65,2
22.4,9.8,54,2,14,1,25.0,8.0,0.68,9
29.3,0.0,44,4,8,1,7.0,3.0,0.571,40
26.1,0.9,64,6,16,1,12.0,6.0,0.5,9
17.0,0.0,71,1,18,1,8.0,2.0,0.75,25
17.5,16.6,76,0,12,1,7.0,3.0,0.571,38
33.8,0.0,84,5,22,1,15.0,7.0,0.533,9
16.1,19.2,43,6,10,1,12.0,6.0,0.5,14
15.8,0.0,97,1,20,1,7.0,3.0,0.571,28
28.6,0.0,46,4,7,1,4.0,1.2,0.7,21
15.2,7.2,74,6,22,1,8.0,2.0,0.75,25
35.5,0.0,71,4,19,1,50.0,25.0,0.5,37
26.6,15.8,51,4,20,1,8.0,2.0,0.75,27
31.2,10.2,73,5,14,1,5.0,2.0,0.6,27
24.7,7.3,46,6,15,1,12.0,5.0,0.583,3
35.9,19.4,33,5,19,0,7.0,3.0,0.571,30
35.3,0.0,59,1,15,1,5.0,2.0,0.6,19
35.2,0.0,44,1,10,1,15.0,7.0,0.533,10
35.0,1.4,96,2,16,1,8.0,2.0,0.75,30
29.6,0.0,66,5,11,1,8.0,3.5,0.563,30
34.6,10.5,58,3,21,1,7.0,3.0,0.571,1
35.7,15.8,30,2,19,1,50.0,25.0,0.5,21
34.5,19.7,38,1,17,1,5.0,2.0,0.6,20
33.5,0.0,43,5,23,1,10.0,3.5,0.65,26
19.4,0.0,30,1,12,1,12.0,5.0,0.583,50
29.4,1.2,83,0,8,1,5.0,1.5,0.7,6
18.7,14.4,90,2,6,1,7.0,3.0,0.571,19
31.2,13.3,91,6,11,1,50.0,25.0,0.5,16
21.0,19.5,78,5,14,1,12.0,6.0,0.5,11
36.7,6.5,88,0,22,1,5.0,2.0,0.6,21
27.7,0.0,53,0,18,1,50.0,25.0,0.5,18
37.1,12.9,55,0,20,1,12.0,5.0,0.583,32
31.8,0.0,33,5,11,1,12.0,6.0,0.5,26
19.0,0.0,51,4,12,1,20.0,7.0,0.65,23
24.8,0.0,60,5,8,1,4.0,1.2,0.7,19
18.3,17.9,61,5,17,1,10.0,3.5,0.65,57
34.7,10.8,45,4,15,1,8.0,2.0,0.75,15
29.8,0.0,80,5,21,1,12.0,6.0,0.5,24
36.7,0.0,93,2,14,1,7.0,3.0,0.571,64
31.7,0.0,52,3,20,1,15.0,7.0,0.533,6
18.7,0.0,93,1,20,1,12.0,6.0,0.5,47
19.9,0.0,96,6,16,1,12.0,5.0,0.583,9
18.4,0.0,76,5,9,0,8.0,3.5,0.563,15
33.2,0.0,35,4,12,1,50.0,25.0,0.5,7
26.2,16.2,86,3,22,1,7.0,3.0,0.571,19
19.8,0.0,75,5,17,1,20.0,7.0,0.65,11
29.7,0.0,65,0,7,1,5.0,2.0,0.6,23
36.2,0.0,38,0,16,1,7.0,3.0,0.571,23
36.9,0.0,49,4,8,1,20.0,7.0,0.65,3
18.9,18.5,41,5,17,1,5.0,1.5,0.7,42
